sourceQuery,searchRank,storyKey,storyId,title,text,author,score,createdAt,url,hnUrl,commentCount,collectedCommentCount
AI replacing programmers,15,hn_47912500,47912500,Ask HN: How do I learn software engineering and transition to building products?,"Before asking my questions, I’d like to share a bit of my background.<p>I am a 33-year-old developer living in South Korea. I work mostly in the industrial sector, far from major IT hubs, so I rarely have people around me to discuss programming with or to review my code.<p>My career isn’t &quot;strong&quot; in the traditional sense. Most of my work has been practical B2B freelancing: PLC&#x2F;ladder-based control systems for factory equipment, desktop applications using WinForms and occasionally WPF, and small-scale web projects like e-commerce sites and business homepages for local clients.<p>I have delivered software to about 40 companies and over 380 individual clients. But to be honest, much of this work relies on modifying existing templates and repeating similar patterns.<p>Because of this, I often feel like I am not a &quot;real&quot; programmer in the way many here might expect. My knowledge comes from Microsoft documentation and classic books like Code Complete, Effective C++, and Out of the Tar Pit, rather than from working inside strong engineering teams. I&#x27;ve recently been reading books like Building Microservices to catch up, but I still feel like I&#x27;m lagging behind modern Western engineers.<p>Recently, using AI tools made programming exciting again, but it also made me realize exactly how much I don&#x27;t know. Being a non-native English speaker has made it harder to access information and network, and I&#x27;ve realized my tech stack and practices are a bit dated. To break out of this bubble and connect with the global community, I’m finally ditching SVN for Git and built a bilingual personal site (www.makonea.com).<p>To be completely honest about my situation: I originally wanted to move to Seoul (Korea&#x27;s tech hub) to join a proper IT company. However, I fell victim to a massive housing lease fraud (a severe and known issue in Korea). I was forced to move to the provinces and spent the last few years just grinding to pay off that fraudulent debt. I have finally cleared it, but I’m finding it incredibly hard to keep doing this factory-level freelance work.<p>I want to leave the factory environment and become a product developer—someone who builds, owns, and operates software. I have delivered Unity games and websites before, but since I specialize in &quot;fire-and-forget&quot; delivery, I have almost zero experience in operating and maintaining a product over the long term.<p>My questions are:<p>What are the best places (blogs, forums, newsletters, communities) to learn serious software engineering beyond the beginner level?<p>How can someone outside the US&#x2F;Big Tech ecosystem judge whether information or a specific practice is actually high quality?<p>What technologies or practices should I focus on to transition from a freelance &quot;deliverable&quot; mindset to building and operating scalable products?<p>Are there good examples of small, successful products built by solo developers that I can study?<p>Any advice or pointers would be deeply appreciated. Thank you.",jdw64,2,2026-04-26,,https://news.ycombinator.com/item?id=47912500,3,2
AI code security privacy,1,hn_43789822,43789822,Ask HN: AI code assistants and privacy/security,"There&#x27;s a lot of pressure to try every new flavour of LLM coding assistants.<p>Every day I see programming influencers reporting on their new favourite AI tool.<p>Everyone seems happy to let AIs soak up as much &quot;context&quot; as they can in order to get the best results.<p>My question is - how do we know what is being uploaded and accessed?<p>EG: Recently there&#x27;s been chat about Cursor moving outside of a project directory and deleting folders.<p>Which gets me thinking...  If you ask an AI to perform an action, or update some content, how do you limit the &quot;context&quot;?<p>What tooling can you use to provide fences around what AI accesses?<p>What LLM tools have the best track record on this?<p>Is everyone just asking LLMs about single files and expecting it to limit itself to related files?  How do you trust it to stick to a &quot;project&quot; folder... which is a bit of a vague concept given it&#x27;s usually just a folder on a wider filesystem that could also be accessed for &quot;context&quot;.",slimebot80,1,2025-04-25,,https://news.ycombinator.com/item?id=43789822,0,0
AI code security privacy,2,hn_46301810,46301810,Show HN: Privalyse – Catching Security Leaks in AI-Assisted Codebases,"I just released Privalyse (v0.1 Alpha). 
The problem I faced: AI models can generate code very fast, but security and privacy context often gets lost — resulting in hardcoded API keys, PII ending up in logs, or unsafe input reaching sensitive sinks. Although reviews help, it’s easy to miss these issues when the PR volume is high.<p>Privalyse is a static analysis tool with cross-file taint tracking designed to catch privacy violations and security flaws that slip through unnoticed in AI-assisted workflows.<p>I&#x27;d love for you to give it a try! Since this is an early alpha, I&#x27;m specifically looking for:
- Feedback on the detection rules
- Reports on false positive patterns
- Feature requests: What languages or frameworks should I prioritize next?",privalyse,1,2025-12-17,https://github.com/privalyse/privalyse-cli,https://news.ycombinator.com/item?id=46301810,1,1
AI code security privacy,3,hn_42183760,42183760,"Show HN: LlamaPReview – AI code reviewer trusted by 2000 repos, 40%+ effective","Hi HN! A month ago, I shared LlamaPReview in Show HN[1]. Since then, we&#x27;ve grown to 2000+ repos (60%+ public) with 16k+ combined stars. More importantly, we&#x27;ve made significant improvements in both efficiency and review quality.<p>Key improvements in recent month:<p>1. ReAct-based Review Pipeline
We implemented a ReAct (Reasoning + Acting) pattern that mimics how senior developers review code. Here&#x27;s a simplified version:<p><pre><code>  ```python
  def react_based_review(pr_context) -&gt; Review:
    # Step 1: Initial Assessment - Understand the changes
    initial_analysis = initial_assessment(pr_context)
    # Step 2: Deep Technical Analysis
    deep_analysis = deep_analysis(pr_context, initial_analysis)
    # Step 3: Final Synthesis
    return synthesize_review(pr_context, initial_analysis, deep_analysis)
  ```
</code></pre>
2. Two-stage format alignment pipeline<p><pre><code>  ```python
  def review_pipeline(pr) -&gt; Review:
    # Stage 1: Deep analysis with large LLM
    review = react_based_review(pr_context)
    # Stage 2: Format standardization with small LLM
    return format_standardize(review)
  ```
</code></pre>
This two-stage approach (large LLM for analysis + small LLM for format standardization) ensures both high-quality insights and consistent output format.<p>3. Intelligent Skip Analysis
We now automatically identify PRs that don&#x27;t need deep review (docs, dependencies, formatting), reducing token consumption by 40%. Implementation:<p><pre><code>  ```python
  def intelligent_skip_analysis(pr_changes) -&gt; Tuple[bool, str]:
    skip_conditions = {
      &#x27;docs_only&#x27;: check_documentation_changes,
      &#x27;dependency_updates&#x27;: check_dependency_files,
      &#x27;formatting&#x27;: check_formatting_only,
      &#x27;configuration&#x27;: check_config_files
    }

    for condition_name, checker in skip_conditions.items():
      if checker(pr_changes):
        return True, f&quot;Optimizing review: {condition_name}&quot;
        
    return False, &quot;Proceeding with full review&quot;
  ```
</code></pre>
Key metrics since launch:<p><pre><code>  - 2000+ repos using LlamaPReview  
  - 60% public, 40% private repositories  
  - 40% reduction in token consumption  
  - 30% faster PR processing  
  - 25% higher user satisfaction
</code></pre>
Privacy &amp; Security:<p><pre><code>  Many asked about code privacy in the last thread. Here&#x27;s how we handle it:  
  - All PR review processing happens in-memory  
  - No permanent storage of repository code  
  - Immediate cleanup after PR review  
  - No training on user code
</code></pre>
What&#x27;s next:<p><pre><code>  We are actively working on GraphRAG-based repository understanding for better in-depth code review analysis and pattern detection.
</code></pre>
Links:<p><pre><code>  [1] Previous Show HN discussion: [https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=41996859]  
  [2] Technical deep-dive: [https:&#x2F;&#x2F;github.com&#x2F;JetXu-LLM&#x2F;LlamaPReview-site&#x2F;discussions&#x2F;3]  
  [3] Link for Install (free): [https:&#x2F;&#x2F;github.com&#x2F;marketplace&#x2F;llamapreview]
</code></pre>
Happy to discuss our approach to privacy, technical implementation, or future plans!",Jet_Xu,2,2024-11-19,https://jetxu-llm.github.io/LlamaPReview-site/,https://news.ycombinator.com/item?id=42183760,0,0
AI code security privacy,4,hn_35152851,35152851,Launch HN: CodeComplete (YC W23) – Copilot for Enterprise,"Hello HN! We’re Max and Lydia, co-founders at CodeComplete AI (<a href=""https:&#x2F;&#x2F;codecomplete.ai"">https:&#x2F;&#x2F;codecomplete.ai</a>), an AI-powered coding assistant for enterprise companies. Many large companies can’t use products like GitHub Copilot because of the security and privacy risks, so we’re building a self-hosted version that’s fine tuned to the company’s codebase.<p>We love Copilot and believe that AI will change the way developers work. Max wanted to use Copilot when he was an ML engineer at Meta, but leadership blocked him because Copilot requires sending company code to GitHub and OpenAI. We built CodeComplete because lots of other companies are in the same boat, and we want to offer a secure way for these companies to leverage the latest AI-powered dev tools.<p>To that end, our product is really meant for large engineering teams at enterprise companies who can’t use GitHub Copilot. This generally means teams with more than 200 developers that have strict practices against sending their code or other IP externally.<p>CodeComplete offers an experience similar to Copilot; we serve AI code completions as developers type in their IDEs. However, instead of sending private code snippets to GitHub or OpenAI, we use a self-hosted LLM to serve code completions. Another advantage with self-hosting is that it’s more straightforward to securely fine-tune to the company’s codebase. Copilot suggestions aren’t always tailored to a company’s coding patterns or internal libraries, so this can help make our completions more relevant and avoid adding tech debt.<p>To serve code completions, we start with open source foundation models and augment them with additional (permissively-licensed) datasets. Our models live behind your firewall, either in your cloud or on-premises. For cloud deployments, we have terraform scripts that set up our infrastructure and pull in our containers. On-prem deployments are a bit more complicated; we work with the customer to design a custom solution. Once everything’s set up, we train on your codebase and then start serving code completions.<p>To use our product, developers simply download our extension in their IDE (VS Code currently supported, Jetbrains coming soon). After authentication, the extensions provide in-line code completion suggestions to developers as they type.<p>Since we’re a self-hosted enterprise product, we don’t have an online version you can just try out, but here are two quick demos:  (1): Python completion, fine-tuned on a mock Twitter-like codebase: <a href=""https:&#x2F;&#x2F;youtu.be&#x2F;YqkqtGY4qmc"" rel=""nofollow"">https:&#x2F;&#x2F;youtu.be&#x2F;YqkqtGY4qmc</a>. (2) Java completion for &quot;leetcode&quot;-style problems, like converting integers to roman numerals: <a href=""https:&#x2F;&#x2F;youtu.be&#x2F;H4tGoFNC8oI"" rel=""nofollow"">https:&#x2F;&#x2F;youtu.be&#x2F;H4tGoFNC8oI</a>.<p>We take privacy and security seriously. By default, our deployments only send back heartbeat messages to our servers. Our product logs usage data and code snippets to the company’s own internal database so that they can evaluate our performance and improve their models over time. Companies have the option to share a subset of that data with us (e.g. completion acceptance rate, model probabilities output, latencies, etc), but we don’t require it. We never see your code or any other intellectual property.<p>We charge based on seat licenses. For enterprise companies, these contracts often demand custom scoping and requirements. In general though, our pricing will be at a premium to GitHub Copilot since there is significant technical and operational overhead with offering a self-hosted product like this.<p>Having access to these types of tools would have saved us a bunch of time in our previous jobs, so we’re really excited to show this to everyone. If you are having similar issues with security and privacy at your current company, please reach out to us at founders@codecomplete.ai! We’d love to hear your feedback.",dingliqing53,138,2023-03-14,,https://news.ycombinator.com/item?id=35152851,68,23
AI code security privacy,5,hn_46707409,46707409,Show HN: SpeechOS – Wispr Flow-inspired voice input for any web app,"Hi Hacker News! I’m David Huie. I’m launching SpeechOS, a drop-in voice input SDK for web apps.<p>I was inspired by Wispr Flow and wanted the same workflow inside business apps (CRMs, docs, forms, support tools), not just a standalone tool. It’s saved me a massive amount of time vs typing.<p>How it works: add a couple lines of JS plus an API key, and SpeechOS shows a small mic widget on every text field.<p>Live demo: <a href=""https:&#x2F;&#x2F;www.speechos.ai&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.speechos.ai&#x2F;</a><p>(Click a text box and the mic widget appears; click the gear icon to see settings, custom vocabulary, and snippet configuration.)<p>Users can:<p>- Dictate: speak naturally, real-time voice to polished text (punctuation, no filler&#x2F;typos)<p>- Edit: say “make it shorter”, “fix grammar”, “translate...”<p>- Command: define Siri-style app actions (for example, “submit form”, “mark complete”), and we match intent to your commands<p>It also supports:<p>- Custom vocabulary: domain terms and names (product names, acronyms, jargon) so they transcribe correctly<p>- Text snippets: saved reusable blocks of text you can insert by voice (for example, “my signature”, “disclaimer”, “my address”)<p>Why: text entry speed and accuracy still matter for productivity tools. A large-scale text entry dataset with 37,370 participants showed an average typing speed of 36.2 WPM and ~2.3% uncorrected errors. In speech research, speech recognition was about 3× faster than keyboard input and had ~20.4% lower error rate for English text entry. (<a href=""https:&#x2F;&#x2F;hci.stanford.edu&#x2F;research&#x2F;speech&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;hci.stanford.edu&#x2F;research&#x2F;speech&#x2F;</a>)<p>SpeechOS is currently in beta and free for now. Sign up at <a href=""https:&#x2F;&#x2F;app.speechos.ai&#x2F;accounts&#x2F;signup&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;app.speechos.ai&#x2F;accounts&#x2F;signup&#x2F;</a> and enter this HN-only beta code: HN-JFc74cVC (please don’t share outside HN).<p>Links:<p>SDK repo: <a href=""https:&#x2F;&#x2F;github.com&#x2F;speechos-org&#x2F;speechos-client"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;speechos-org&#x2F;speechos-client</a><p>Demo: <a href=""https:&#x2F;&#x2F;www.speechos.ai&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.speechos.ai&#x2F;</a><p>Signup (code: HN-JFc74cVC): <a href=""https:&#x2F;&#x2F;app.speechos.ai&#x2F;accounts&#x2F;signup&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;app.speechos.ai&#x2F;accounts&#x2F;signup&#x2F;</a><p>I’d love feedback on:<p>1) Where this is most valuable in your stack (notes? docs? CRM entry? support macros?)<p>2) What you’d want from voice commands&#x2F;snippets configuration<p>3) What would make you comfortable shipping this (privacy&#x2F;security, latency, pricing)<p>If you’re building anything in voice AI&#x2F;dictation, I’d be happy to swap notes (david@speechos.ai).",gangster_dave,12,2026-01-21,https://www.speechos.ai/,https://news.ycombinator.com/item?id=46707409,5,2
AI code security privacy,6,hn_43894886,43894886,Show HN: Ridvay Code – An AI Coding Assistant for VS Code,"Hi HN,<p>We&#x27;re launching Ridvay Code, a new AI-powered coding assistant built as a direct extension for VS Code.<p>The idea was born out of the daily struggles many of us face – tackling complex refactoring, deciphering legacy code, writing tests efficiently, or just getting unstuck during debugging. We felt that existing tools often felt disconnected or lacked the context needed within the editor.<p>Ridvay Code aims to integrate AI capabilities seamlessly into your workflow, right where your code lives.<p>Key features include:<p>* Contextual Code Generation: Generate code snippets, functions, or even larger blocks based on the code you&#x27;re currently working on.<p>* Advanced Refactoring: Intelligent suggestions and automated refactoring based on code structure and best practices.<p>* Automated Test Generation: Quickly generate unit tests for functions or modules.<p>* Smart Debugging &amp; Code Explanation: Get AI help understanding errors, proposing fixes, or explaining unfamiliar code sections inline.<p>* Flexible Model Choice: A core tenet is giving you control. You can choose and switch between a range of leading AI models directly within the extension, including the latest like GPT-4.1, Claude 3.7, LLaMA 4, Qwen 3, Gemini 2.5, DeepSeek, Mistral, and more. Use the best tool for the specific task or cost.<p>* Prioritizing Privacy &amp; Security: This is non-negotiable for developer tools.<p><pre><code>   * Your data never leaves the U.S.
   * We do not store your data – ever.
   * We use official APIs like OpenAI&#x27;s which do not retain prompts or completions for training.
   * For open-source models, we use only carefully vetted providers who guarantee they do not train on your data.
</code></pre>
We stand on the shoulders of open-source projects that inspired and enabled us. Ridvay Code is built on top of Roo Code, which itself is based on Cline. Huge thanks to these communities for their foundational work.<p>There&#x27;s a free tier available with a daily cap, suitable for many tasks. We also provide a monthly bonus for users to try out the premium models without needing a credit card.<p>We&#x27;re excited to get it into the hands of developers and hear what you think. How could an integrated AI assistant best help your specific workflow?<p>You can check it out here: <a href=""https:&#x2F;&#x2F;marketplace.visualstudio.com&#x2F;items?itemName=ridvay.ridvay-code"" rel=""nofollow"">https:&#x2F;&#x2F;marketplace.visualstudio.com&#x2F;items?itemName=ridvay.r...</a><p>We also just launched on Product Hunt today, which you can see here: <a href=""https:&#x2F;&#x2F;www.producthunt.com&#x2F;posts&#x2F;ridvay-code-for-vs-code?utm_source=facebook&amp;utm_medium=social"" rel=""nofollow"">https:&#x2F;&#x2F;www.producthunt.com&#x2F;posts&#x2F;ridvay-code-for-vs-code?ut...</a><p>Thanks for reading, and looking forward to your feedback!",Tom-G,3,2025-05-05,https://ridvay.com/ridvay-code/,https://news.ycombinator.com/item?id=43894886,2,1
AI code security privacy,7,hn_47538125,47538125,Ask HN: Build trust for closed source product,"Hi HN,<p>I&#x27;m a developer of an early B2C niche product. Software is free and intended to be free. My plan is to charge for services only when there a demand for that service. So pretty fair deal - no rug-pulling, just a free software without any catch.<p>My audience care about privacy and security a lot. At least 5% of people asked if it&#x27;s possible to make product open source.<p>With all respect to open-source I think it removes one of the moats - code. With AI and things like https:&#x2F;&#x2F;malus.sh&#x2F; it feels like open sourcing commercial product is way to loose one of the moats. It&#x27;s not quite possible to vibe-code similar product at the moment (I honestly tried - LLMs are not there yet for my language and domain).<p>Thus said, I understand that people are not asking about the code itself. It will just feel more secure if they can skim it and verify if there is any security&#x2F;privacy problems.<p>Is there any way to build trust without giving the code away?",vitalikpie,1,2026-03-27,,https://news.ycombinator.com/item?id=47538125,5,2
AI code security privacy,8,hn_46996368,46996368,Ask HN: Best practices for AI agent safety and privacy,"tl;dr looking for any links, resources or tips around best practices for data security, privacy, and agent guardrails when using Claude (or others).<p>My journey over the past few years has been one of borderline AI skeptic for its use in coding to having tried Claude Code a month ago and being unlikely to ever go back to coding big changes without it. Most queries I would have used search for in the past are now done in AI models as a first step.<p>However, one thing that concerns me is whether I am using best practices around agent safety and code protection. I have turned off the “Help improve Claude” toggle in the web panel for Claude settings. Do we believe that’s enough to really stop them (the companies who took any data they could find to make this tool) from using or training on our code? Are all the companies and people using this product just entrusting their proprietary code bases to these AI companies? Is it enough for me to be on the $20&#x2F;mo Claude Pro plan or do I have to pony up for a Teams plan to protect my data? Which companies do we trust more in this space?<p>In terms of agent guardrails, I have set up Claude CLI on a cloud VPS Ubuntu host, as its own user that has access to read and modify the code, but no commit ability or git credentials or access to data on my personal machines. The repos are in a directory with group write access and then my personal user account does all commits and pushes, to ensure that Claude has no tangible way to destroy any data that isn’t backed up offsite in git. I don’t provide any of the environment variable credentials necessary to actually run the software, or access to any real data, so testing and QA is still something I do manually and pushing the changes to another machine.<p>I use it iteratively on individual features or bug fixes. I still have to go back and forth with it (or drop into my editor) a decent amount when it makes mistakes or to encourage better architectural decisions, but it is overall quite fun and exciting for me to use (at this early stage of learning and exploration) and seems to speed up development for my use case in a major way (solo dev SaaS site with web, iOS, and Android native apps + many little, half-finished side projects and ideas).<p>Does HN have any links or resources that round up the state of the art best practices around AI use for those who are cautious and not wanting to give it the keys to kingdom, but trying to take advantage of this new coding frontier in a safe way? What commands or settings would be typically considered safe to always allow so it doesn’t need to ask for permission as often? What security or privacy toggles do I want to consider in Claude (or other agents). Is it good to subscribe to a couple services and have one review the other’s code as a first step? I hit usage limits on the $20 Claude Pro, should I go to Max or spread horizontally across different AI models? Thanks for any tips!",mw1,2,2026-02-12,,https://news.ycombinator.com/item?id=46996368,1,1
AI code security privacy,9,hn_45165897,45165897,Show HN: TheAuditor – Offline security scanner for AI-generated code,"I&#x27;m an infrastructure architect who started using AI assistants to write code 3 months ago. 
After building several systems with Claude, I noticed a pattern: the code always had security issues I could spot from my ops background, but I couldn&#x27;t fix them myself since I can&#x27;t actually write code.<p>Why I built this: I needed a way to verify AI-generated code was production-safe. 
Existing tools either required cloud uploads (privacy concern) or produced output too large for AI context windows. 
TheAuditor solves both problems - it runs completely offline and chunks findings into 65KB segments that fit in Claude&#x2F;GPT-4 context limits.<p>What I discovered: Testing on real projects, TheAuditor consistently finds 50-200+ vulnerabilities in AI-generated code. 
The patterns are remarkably consistent:
- SQL queries using f-strings instead of parameterization
- Hardcoded secrets (JWT_SECRET = &quot;secret&quot; appears in nearly every project)
- Missing authentication on critical endpoints
- Rate limiting using in-memory storage that resets on restart<p>Technical approach: TheAuditor runs 14 analysis phases in parallel, including taint analysis (tracking data from user input to dangerous sinks), pattern matching against 100+ security rules, and orchestrating industry tools (ESLint, Ruff, MyPy, Bandit). 
Everything outputs to structured JSON optimized for LLM consumption.<p>Interesting obstacle: When scanning files with vulnerabilities, antivirus software often quarantines our reports because they contain &quot;malicious&quot; SQL injection patterns - even though we&#x27;re just documenting them. Had to implement pattern defanging to reduce false positives.<p>Current usage: Run aud full in any Python&#x2F;JS&#x2F;TS project. It generates a complete security audit in .pf&#x2F;readthis&#x2F;. 
The AI can then read these reports and fix its own vulnerabilities. I&#x27;ve seen projects go from 185 critical issues to zero in 3-4 iterations.<p>The tool is particularly useful if you&#x27;re using AI assistants for production code but worry about security. 
It provides the &quot;ground truth&quot; that AI needs to self-correct.<p>Would appreciate feedback on:
- Additional vulnerability patterns common in AI-generated code
- Better ways to handle the antivirus false-positive issue
- Integration ideas for different AI coding workflows<p>Thanks for taking a look! &#x2F;TheAuditorTool",ThailandJohn,13,2025-09-08,https://github.com/TheAuditorTool/Auditor,https://news.ycombinator.com/item?id=45165897,32,7
AI code security privacy,10,hn_40456457,40456457,Show HN: JACoB – Open-Source AI Coding Agent for Real-World Productivity,"Hi, we&#x27;re Kevin, Chris, and Brian, the creators of JACoB (Just Another Coding Bot), an open-source AI coding agent designed to streamline the development process. As veteran developers, we know that while AI isn&#x27;t perfect, it can be a valuable tool for tasks like code reviews, converting designs to React components, and writing high-quality GitHub issues. We’ve been building JACoB over the past year to assist with our real work, and today we’re open sourcing it under an Apache 2.0 license. Our goal is to create the first fully open-source tool that matches the quality and polish of many closed-source alternatives.<p>JACoB focuses on specific, time-consuming tasks that AI handles well, like generating code from Figma designs, fixing simple bugs, and writing boilerplate code like API endpoints. You can even converse with JACoB to refine existing GitHub issues or help write new ones. It integrates seamlessly into your workflow, from GitHub issues to pull requests, ensuring all code passes tests before finalizing.<p>JACoB is available on GitHub today, where you can customize it to your needs, such as running with local models. We&#x27;re also developing a hosted version - sign up for the waitlist at <a href=""https:&#x2F;&#x2F;jacb.ai"" rel=""nofollow"">https:&#x2F;&#x2F;jacb.ai</a>. Currently, JACoB works best with JavaScript or TypeScript projects, especially with frameworks like Next.js.<p>To evaluate JACoB’s real-world abilities, we created our own benchmark arena since none existed for design-to-code tools. JACoB outperformed eight popular tools and human-written code, scoring an ELO of 1183, over 100 points higher than the nearest competitor. More details on how we achieved this are available in the technical whitepaper found in the repo.<p>AI is transforming software development, and we believe developers should lead this change, not large corporations. JACoB is our contribution to that future, respecting your privacy and security while remaining transparent and open.
We&#x27;d love your feedback. Visit our GitHub repo to try it out and find more demo videos and a link to our technical whitepaper. <a href=""https:&#x2F;&#x2F;github.com&#x2F;jacob-ai-bot&#x2F;jacob"">https:&#x2F;&#x2F;github.com&#x2F;jacob-ai-bot&#x2F;jacob</a><p>Let&#x27;s build the future of AI in software development together. We’re excited to hear your thoughts and answer any questions!",bfioca,40,2024-05-23,https://github.com/jacob-ai-bot/jacob,https://news.ycombinator.com/item?id=40456457,9,8
AI code security privacy,11,hn_41037874,41037874,Show HN: Using old school mutation testing to boost LLM based unit test gen,"Accelerate developer productivity and code security with our open-source AI <a href=""https:&#x2F;&#x2F;github.com&#x2F;codeintegrity-ai&#x2F;mutahunter"">https:&#x2F;&#x2F;github.com&#x2F;codeintegrity-ai&#x2F;mutahunter</a><p>TLDR;
Mutahunter is an open-source tool that boosts developer productivity by accurately identifying code bugs and generating test cases to specifically test against these code bugs.<p>Problem:
Everyone wants to ship code faster, but as code grows more complex so does software testing. Software teams spend 40% of their dev time software testing.  Software testing is the biggest bottleneck to shipping code and the recent Crowdstrike incident has shown has shown that there are catastrophic consequences from skipping good software testing.<p>Solution:<p>Use Mutahunter to generate unit tests for your codebase, that specifically target the code vulnerabilities. By targeting the exact weaknesses in the code, we boost developer productivity.<p>What makes us different?<p>Unlike copilots which blindly generates test cases for your code, Mutahunter makes use of our mutation testing engine to generate unit tests that specifically target the vulnerabilities in your code
We are open-source and support all major languages.
We can be used locally or can be integrated into any CI&#x2F;CD runner as part of your existing workflow.
You can use Mutahunter with your own LLM APIs for privacy. 
Ask:<p>Try Mutahunter and  our repo! <a href=""https:&#x2F;&#x2F;github.com&#x2F;codeintegrity-ai&#x2F;mutahunter"">https:&#x2F;&#x2F;github.com&#x2F;codeintegrity-ai&#x2F;mutahunter</a><p>If there’s a use case you’d like to build with Mutahunter, feel free to email us at contact@codeintegrity.ai",coderinsan,4,2024-07-22,,https://news.ycombinator.com/item?id=41037874,0,0
AI code security privacy,12,hn_40375497,40375497,Show HN: Codemap – A Powerful Code Visualizer,"I want to share a tool I built, Codemap, that visualizes the function call stack of any codebase as a graph. Without any manual steps, it automatically parses a codebase and renders a high-level graph that engineers can interact with, great for understanding the high-level code flow. Supports many languages (Javascript&#x2F;Typescript, Python, Ruby, Go, Terraform) across major platforms (Mac, Linux, Windows).<p>Most importantly, the Codemap parser runs on your local machine to eliminate any privacy and security concerns, in contrast to other code analysis tools built on cloud with AI&#x2F;LLM. After all, code isn&#x27;t something to be easily shared.<p>I submitted this idea in 2020 when it was still a prototype (HN link: <a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=24241997"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=24241997</a>), but a lot has changed since then, most notably:
* More language support (Ruby, Go, Terraform). Particularly, it can visualize the entire cloud infrastructure by parsing Terraform code, which was helpful to my team as navigating a large Terraform codebase isn&#x27;t always straightforward.
* Supports the file-level graph. I found this most useful for frontend engineers who manage large number of React&#x2F;Vue&#x2F;Angular components because, often with one component per file, the file-graph is essentially the component-graph!
* Supports Windows, one of the most asked features.
* Supports free use without any account sign-up. That said, there are 2k users with a constant flow of new users.<p>Please let me know what you think. Any feedback is welcomed!",ru6xul6,3,2024-05-16,https://codemap.app,https://news.ycombinator.com/item?id=40375497,0,0
AI code security privacy,13,hn_37688002,37688002,Discover Safyrus AI: The Powerful Alternative to ChatGPT,"In the dynamic field of AI, Safyrus AI stands out as a versatile platform transcending ChatGPT&#x27;s confines. It introduces an array of features revolutionizing your AI experience.<p>Safyrus AI: Revolutionizing AI<p>GPT-3.5-turbo and Beyond
Built on GPT-3.5-turbo, Safyrus AI evolves further. Future integration of leading LLMs like Google&#x27;s PaLM 2 and Facebook&#x27;s LLaMA 2 ensures continuous growth and adaptability.<p>Real-time Connectivity
Get instant answers. Safyrus AI offers real-time connectivity, boosting productivity and efficiency.<p>Chrome Extensions
Tailored for Chrome users, our extensions provide seamless access and integration.<p>Powerful API for Developers
Develop custom solutions with Safyrus AI&#x27;s versatile API. Solve complex problems and stand out.<p>Prompt Library
Stuck on ideas? Safyrus AI&#x27;s prompt library sparks creativity, elevating your projects.<p>AI Guide
New to AI? Safyrus AI offers tutorials and resources, ensuring you maximize its potential.<p>Security and Privacy
Your data&#x27;s security is paramount. Safyrus AI implements strict measures for confidentiality and integrity.<p>Active Community and Support
Join a thriving community of tech professionals and AI enthusiasts. Our support team is dedicated to assisting you.<p>The Future of AI is Here with Safyrus<p>Safyrus AI isn&#x27;t just an alternative, it&#x27;s a revolution. Join us and experience AI&#x27;s future. Sign up at [safyrus.codes](https:&#x2F;&#x2F;www.safyrus.codes).<p>Unlocking New Dimensions: Speech and Vision with Safyrus AI<p>Speech Capabilities: Giving Voice to AI
Safyrus AI goes beyond text. Soon, advanced speech capabilities will make interactions natural and engaging, ushering in a new era of possibilities.<p>Visual Perception: AI&#x27;s Window to the World
With cutting-edge vision capabilities, Safyrus AI will comprehend visual data, recognizing objects, scenes, and complex contexts.<p>A Seamless Fusion of Text, Speech, and Vision
Safyrus AI integrates text, speech, and vision seamlessly, providing an immersive experience. It understands and responds in a natural and intuitive manner.<p>Revolutionizing How We Interact with AI
This expansion marks a milestone in AI&#x27;s evolution, paving the way for natural, dynamic interactions.<p>Join Us on the Journey
Experience the transformative journey with Safyrus AI. Sign up at [safyrus.codes](https:&#x2F;&#x2F;www.safyrus.codes) for a future of limitless communication.<p>Experience AI in a Whole New Light with Safyrus<p>Safyrus AI is not just a platform; it&#x27;s a vision of what AI can be. With speech and vision capabilities on the horizon, it&#x27;s poised to revolutionize how we interact with artificial intelligence. Choose Safyrus AI and witness the future of AI unfold before your eyes!",gabriedev,1,2023-09-28,,https://news.ycombinator.com/item?id=37688002,0,0
